dataset,algorithm,repetition,fold,tp,tn,fp,fn,train_time,predict_time
higgs_ir4,none_wbag_100.csv,5,1,541211,1710220,1204877,186201,36530045672,1467
higgs_ir4,none_wbag_100.csv,5,2,551788,1675022,1239004,175843,38107257256,1427
ecbdl14_1m,none_wrf_100.csv,1,1,7496,355247,134013,3306,16821362346,6427
ecbdl14_1m,none_wrf_100.csv,1,2,7574,352001,136867,3212,14403752094,4234
ecbdl14_1m,none_wrf_100.csv,2,1,7520,353368,135939,3315,12683434378,7646
ecbdl14_1m,none_wrf_100.csv,2,2,7502,354609,134212,3251,13434127233,3986
ecbdl14_1m,none_wrf_100.csv,3,1,7449,353349,136185,3236,11532958483,4128
ecbdl14_1m,none_wrf_100.csv,3,2,7640,351450,137144,3263,12761546127,3766
ecbdl14_1m,none_wrf_100.csv,4,1,7452,355302,134003,3280,10282385417,3549
ecbdl14_1m,none_wrf_100.csv,4,2,7578,353831,134992,3278,10576857518,4143
ecbdl14_1m,none_wrf_100.csv,5,1,7578,355254,134008,3266,10276265344,4027
ecbdl14_1m,none_wrf_100.csv,5,2,7438,354406,134460,3306,11310778795,4800
covtype_1vs2,none_wbag_100.csv,1,1,17888,105148,672,24,7400280180,15805
covtype_1vs2,none_wbag_100.csv,1,2,17816,105162,858,26,7644329983,16034
covtype_1vs2,none_wbag_100.csv,2,1,17732,105383,701,15,9873199093,14717
covtype_1vs2,none_wbag_100.csv,2,2,17974,105019,737,33,9431534846,15231
covtype_1vs2,none_wbag_100.csv,3,1,17815,105083,857,36,8800341229,13687
covtype_1vs2,none_wbag_100.csv,3,2,17871,105150,750,32,7791775962,14491
covtype_1vs2,none_wbag_100.csv,4,1,17754,105626,652,28,8235680188,13669
covtype_1vs2,none_wbag_100.csv,4,2,17954,104850,712,18,5541861549,8884
covtype_1vs2,none_wbag_100.csv,5,1,17971,105133,744,17,5059284450,7843
covtype_1vs2,none_wbag_100.csv,5,2,17729,105248,715,37,5049687870,7715
covtype_1vs2,none_wrf_100.csv,1,1,17784,104925,895,128,6023433254,17218
covtype_1vs2,none_wrf_100.csv,1,2,17717,105249,771,125,5040141934,19934
covtype_1vs2,none_wrf_100.csv,2,1,17601,105088,996,146,9493031843,19198
covtype_1vs2,none_wrf_100.csv,2,2,17852,104714,1042,155,6204275606,12461
covtype_1vs2,none_wrf_100.csv,3,1,17948,104830,889,118,5960977932,11788
covtype_1vs2,none_wrf_100.csv,3,2,17533,105134,987,155,3366133124,8186
covtype_1vs2,none_wrf_100.csv,4,1,17801,105110,984,210,3198155745,8895
covtype_1vs2,none_wrf_100.csv,4,2,17609,104933,813,134,3004929652,7455
covtype_1vs2,none_wrf_100.csv,5,1,17747,105062,812,114,3048787857,7253
covtype_1vs2,none_wrf_100.csv,5,2,17733,104990,976,160,2696373597,7202
susy_ir4,none_wbag_100.csv,1,1,248812,1089696,265879,89896,49396539459,5093
susy_ir4,none_wbag_100.csv,1,2,247242,1094064,262534,91197,39515213192,4349
susy_ir4,none_wbag_100.csv,2,1,246704,1095163,261302,91194,42282472270,4779
susy_ir4,none_wbag_100.csv,2,2,250639,1083606,272102,88610,40023482451,4812
susy_ir4,none_wbag_100.csv,3,1,248195,1091883,265080,90167,32763098976,2886
susy_ir4,none_wbag_100.csv,3,2,246835,1099024,256186,91950,17125771158,2457
susy_ir4,none_wbag_100.csv,4,1,246799,1097586,258363,92848,21030537090,1867
susy_ir4,none_wbag_100.csv,4,2,246713,1095265,260959,90787,17168609502,1820
susy_ir4,none_wbag_100.csv,5,1,249407,1088458,267512,89870,15442137082,1587
susy_ir4,none_wbag_100.csv,5,2,247726,1091048,265155,90144,14562170694,1814
covtype_0vs3,none_wgbt_100.csv,1,1,10282,140341,1118,34,73788126771,14891
covtype_0vs3,none_wgbt_100.csv,1,2,10156,140922,920,38,67657803668,10440
covtype_0vs3,none_wgbt_100.csv,2,1,10299,140328,1185,42,116856559374,11751
covtype_0vs3,none_wgbt_100.csv,2,2,10098,140866,922,71,93065958359,9385
covtype_0vs3,none_wgbt_100.csv,3,1,10258,140618,1126,65,107712114634,15079
covtype_0vs3,none_wgbt_100.csv,3,2,10125,140517,1040,62,107202541723,14362
covtype_0vs3,none_wgbt_100.csv,4,1,10084,141017,1013,42,119307200670,15107
covtype_0vs3,none_wgbt_100.csv,4,2,10330,140240,1031,54,121040126675,15103
covtype_0vs3,none_wgbt_100.csv,5,1,10243,140611,1047,50,116636474546,14993
covtype_0vs3,none_wgbt_100.csv,5,2,10179,140583,1060,38,116207869070,14903
covtype_1vs4,none_wrf_100.csv,1,1,8644,104604,1318,55,5992293636,16003
covtype_1vs4,none_wrf_100.csv,1,2,8544,104673,1245,124,6136988027,15746
covtype_1vs4,none_wrf_100.csv,2,1,8534,104875,1190,130,5942055480,10319
covtype_1vs4,none_wrf_100.csv,2,2,8648,104570,1205,55,4801048529,9950
covtype_1vs4,none_wrf_100.csv,3,1,8566,104725,1360,49,4829747569,8759
covtype_1vs4,none_wrf_100.csv,3,2,8686,104631,1124,66,3527414667,9270
covtype_1vs4,none_wrf_100.csv,4,1,8650,104909,1220,57,3451952827,9634
covtype_1vs4,none_wrf_100.csv,4,2,8554,104350,1361,106,3681694349,9329
covtype_1vs4,none_wrf_100.csv,5,1,8697,104432,1385,69,3024256180,7653
covtype_1vs4,none_wrf_100.csv,5,2,8475,104687,1336,126,3137473141,8576
higgs_ir4,none_wgbt_100.csv,1,1,535520,2089975,824681,192244,148447075957,2536
higgs_ir4,none_wgbt_100.csv,1,2,534771,2091027,823440,192508,141063057942,2177
higgs_ir4,none_wgbt_100.csv,2,1,535989,2091542,823055,192062,141933745078,2129
higgs_ir4,none_wgbt_100.csv,2,2,536169,2089911,824615,190823,131104399060,1960
higgs_ir4,none_wgbt_100.csv,3,1,535608,2084928,831132,190977,143576302897,2593
higgs_ir4,none_wgbt_100.csv,3,2,536782,2082559,830504,191676,129548752393,2337
higgs_ir4,none_wgbt_100.csv,4,1,535959,2085445,830312,191685,141925169058,1864
higgs_ir4,none_wgbt_100.csv,4,2,536861,2086230,827136,190538,119648297727,1832
higgs_ir4,none_wgbt_100.csv,5,1,536595,2085601,829211,191394,143372981995,2104
higgs_ir4,none_wgbt_100.csv,5,2,536475,2087233,827078,190579,141763213258,1912
covtype_0vs4,none_wrf_100.csv,1,1,8343,132735,8752,364,6826231624,15009
covtype_0vs4,none_wrf_100.csv,1,2,8305,133220,8594,355,4672578809,11418
covtype_0vs4,none_wrf_100.csv,2,1,8367,133087,8519,418,12508916028,22741
covtype_0vs4,none_wrf_100.csv,2,2,8208,132707,8988,374,8164404444,18556
covtype_0vs4,none_wrf_100.csv,3,1,8293,133066,8682,409,7326368086,10999
covtype_0vs4,none_wrf_100.csv,3,2,8317,132325,9228,348,4016830356,7376
covtype_0vs4,none_wrf_100.csv,4,1,8408,132426,9375,358,3700780566,6613
covtype_0vs4,none_wrf_100.csv,4,2,8198,133081,8419,403,3608079478,5952
covtype_0vs4,none_wrf_100.csv,5,1,8307,132902,8735,384,3434651214,6381
covtype_0vs4,none_wrf_100.csv,5,2,8304,133268,8396,372,3427850081,6393
hepmass_ir16,none_wgbt_100.csv,1,1,136887,2337583,287722,27067,140138650001,2863
hepmass_ir16,none_wgbt_100.csv,1,2,137466,2335748,289071,27042,123349313814,2546
hepmass_ir16,none_wgbt_100.csv,2,1,136876,2337284,288277,27055,131300467706,2455
hepmass_ir16,none_wgbt_100.csv,2,2,137314,2333523,291040,27217,117779291513,2208
hepmass_ir16,none_wgbt_100.csv,3,1,137244,2333222,292088,26864,121361817207,2652
hepmass_ir16,none_wgbt_100.csv,3,2,136882,2339721,285093,27472,111040603289,1852
hepmass_ir16,none_wgbt_100.csv,4,1,137462,2337248,288899,26788,116728110509,2114
hepmass_ir16,none_wgbt_100.csv,4,2,137367,2332541,291436,26845,111631114441,2180
hepmass_ir16,none_wgbt_100.csv,5,1,137412,2335202,289208,27182,119604648449,2111
hepmass_ir16,none_wgbt_100.csv,5,2,136974,2334744,290970,26894,112350041327,2077
covtype_1vs3,none_wgbt_100.csv,1,1,9878,101254,4713,323,71118675578,19291
covtype_1vs3,none_wgbt_100.csv,1,2,10000,101103,4770,309,68502819391,14780
covtype_1vs3,none_wgbt_100.csv,2,1,10029,101298,4503,284,75652571019,9412
covtype_1vs3,none_wgbt_100.csv,2,2,9901,101386,4653,296,74503499695,10436
covtype_1vs3,none_wgbt_100.csv,3,1,9973,101003,4830,291,71155089205,9596
covtype_1vs3,none_wgbt_100.csv,3,2,9929,100979,5028,317,70523469751,8219
covtype_1vs3,none_wgbt_100.csv,4,1,10174,101045,4944,275,67071083031,7587
covtype_1vs3,none_wgbt_100.csv,4,2,9738,101181,4670,323,67187931551,10293
covtype_1vs3,none_wgbt_100.csv,5,1,9965,101234,4697,271,70960824320,6866
covtype_1vs3,none_wgbt_100.csv,5,2,9965,101123,4786,309,72518783055,7210
covtype_0vs3,none_wrf_100.csv,1,1,10127,134119,7340,189,6973770659,16170
covtype_0vs3,none_wrf_100.csv,1,2,9851,135779,6063,343,7179296166,17722
covtype_0vs3,none_wrf_100.csv,2,1,10054,135397,6050,332,10559056651,16536
covtype_0vs3,none_wrf_100.csv,2,2,9831,135207,6647,293,6096511966,14849
covtype_0vs3,none_wrf_100.csv,3,1,9880,134930,6879,353,6731108731,11671
covtype_0vs3,none_wrf_100.csv,3,2,9977,135460,6032,300,3628686016,6730
covtype_0vs3,none_wrf_100.csv,4,1,10090,134933,6702,339,3837457669,6860
covtype_0vs3,none_wrf_100.csv,4,2,9735,135242,6424,346,3511310529,6387
covtype_0vs3,none_wrf_100.csv,5,1,10182,135047,6497,226,3334280348,6007
covtype_0vs3,none_wrf_100.csv,5,2,9875,135446,6311,227,3175392662,6290
kddcup_dos_vs_r2l,none_wbag_100.csv,1,1,577,1941013,71,3,35537656811,5068
kddcup_dos_vs_r2l,none_wbag_100.csv,1,2,541,1942254,32,5,25575827083,4407
kddcup_dos_vs_r2l,none_wbag_100.csv,2,1,544,1942079,115,0,23268158184,2953
kddcup_dos_vs_r2l,none_wbag_100.csv,2,2,579,1940996,180,3,14930172078,1936
kddcup_dos_vs_r2l,none_wbag_100.csv,3,1,542,1942164,5,1,16007821667,1857
kddcup_dos_vs_r2l,none_wbag_100.csv,3,2,583,1941159,42,0,11347798180,1482
kddcup_dos_vs_r2l,none_wbag_100.csv,4,1,579,1942200,7,2,10537081446,1292
kddcup_dos_vs_r2l,none_wbag_100.csv,4,2,544,1941163,0,1,9754677427,1608
kddcup_dos_vs_r2l,none_wbag_100.csv,5,1,574,1941860,0,1,10048454577,1300
kddcup_dos_vs_r2l,none_wbag_100.csv,5,2,549,1941507,3,2,9758530626,1307
covtype_1vs3,none_wrf_100.csv,1,1,9274,91191,14776,927,6242574606,17743
covtype_1vs3,none_wrf_100.csv,1,2,9450,89706,16167,859,4381148202,13703
covtype_1vs3,none_wrf_100.csv,2,1,9426,89852,16214,834,6232664363,12467
covtype_1vs3,none_wrf_100.csv,2,2,9366,90091,15683,884,4176857608,10738
covtype_1vs3,none_wrf_100.csv,3,1,9315,90398,15585,902,7139637777,13465
covtype_1vs3,none_wrf_100.csv,3,2,9450,90232,15625,843,4560152884,8984
covtype_1vs3,none_wrf_100.csv,4,1,9552,89560,16494,812,3864062004,7951
covtype_1vs3,none_wrf_100.csv,4,2,9299,89685,16101,847,3325066282,8416
covtype_1vs3,none_wrf_100.csv,5,1,9435,88962,16988,786,3533289871,10976
covtype_1vs3,none_wrf_100.csv,5,2,9428,90130,15760,861,3537659871,8624
hepmass_ir4,none_wbag_100.csv,1,1,516371,2311597,313174,139362,56063224217,1860
hepmass_ir4,none_wbag_100.csv,1,2,518567,2305133,320220,136940,36576194460,1669
hepmass_ir4,none_wbag_100.csv,2,1,516986,2309959,315377,138280,38564335225,1439
hepmass_ir4,none_wbag_100.csv,2,2,513747,2324115,300673,142227,33219678983,1393
hepmass_ir4,none_wbag_100.csv,3,1,517058,2311983,312825,139277,33669824461,1327
hepmass_ir4,none_wbag_100.csv,3,2,520112,2294101,331215,134793,33736349892,1416
hepmass_ir4,none_wbag_100.csv,4,1,516036,2311728,313942,139419,32183314974,1483
hepmass_ir4,none_wbag_100.csv,4,2,516528,2311260,313194,139257,32892344984,1440
hepmass_ir4,none_wbag_100.csv,5,1,511025,2334026,290701,145123,31552837206,1353
hepmass_ir4,none_wbag_100.csv,5,2,513657,2319358,306039,141435,32998973083,1276
kddcup_normal_vs_dos,none_wrf_100.csv,1,1,485705,1940279,1558,7,41426324226,9722
kddcup_normal_vs_dos,none_wrf_100.csv,1,2,487068,1939906,1627,1,42677345941,9478
kddcup_normal_vs_dos,none_wrf_100.csv,2,1,486173,1940931,1635,2,33068807103,7946
kddcup_normal_vs_dos,none_wrf_100.csv,2,2,486606,1939033,1771,0,31944125032,7086
kddcup_normal_vs_dos,none_wrf_100.csv,3,1,486174,1940481,1688,0,20817657708,4421
kddcup_normal_vs_dos,none_wrf_100.csv,3,2,486604,1939620,1581,3,18102241588,3978
kddcup_normal_vs_dos,none_wrf_100.csv,4,1,487067,1940586,1741,0,16948758097,3394
kddcup_normal_vs_dos,none_wrf_100.csv,4,2,485713,1939369,1674,1,13784289698,3442
kddcup_normal_vs_dos,none_wrf_100.csv,5,1,486629,1940765,1577,3,13883181775,3447
kddcup_normal_vs_dos,none_wrf_100.csv,5,2,486146,1939327,1701,3,12839500946,3269
covtype_0vs2,none_wbag_100.csv,1,1,17596,134031,7407,412,9277348854,11742
covtype_0vs2,none_wbag_100.csv,1,2,17325,134733,7130,421,6591658102,12295
covtype_0vs2,none_wbag_100.csv,2,1,17392,133879,7914,338,8129465845,10917
covtype_0vs2,none_wbag_100.csv,2,2,17631,134012,7496,393,6174904284,8817
covtype_0vs2,none_wbag_100.csv,3,1,17497,134641,7382,376,8492255274,10283
covtype_0vs2,none_wbag_100.csv,3,2,17438,133987,7291,443,8352612957,10186
covtype_0vs2,none_wbag_100.csv,4,1,17362,134501,7387,419,13935147592,14852
covtype_0vs2,none_wbag_100.csv,4,2,17727,133245,8168,246,12014376317,12311
covtype_0vs2,none_wbag_100.csv,5,1,17553,134286,7529,363,5111698032,7841
covtype_0vs2,none_wbag_100.csv,5,2,17509,134020,7466,329,4665163053,7113
ecbdl14_1m,none_wgbt_100.csv,1,1,7296,380146,108728,3470,201075500320,6223
ecbdl14_1m,none_wgbt_100.csv,1,2,7280,380242,109012,3542,188687398542,3399
ecbdl14_1m,none_wgbt_100.csv,2,1,7379,378325,110993,3478,181804957700,3290
ecbdl14_1m,none_wgbt_100.csv,2,2,7247,378853,109957,3484,187181595592,3610
ecbdl14_1m,none_wgbt_100.csv,3,1,7327,379229,109848,3510,185920782246,3163
ecbdl14_1m,none_wgbt_100.csv,3,2,7334,378430,110621,3417,187685852313,3677
ecbdl14_1m,none_wgbt_100.csv,4,1,7349,379458,109844,3412,184138409828,3393
ecbdl14_1m,none_wgbt_100.csv,4,2,7431,375960,112866,3396,188996551966,3248
ecbdl14_1m,none_wgbt_100.csv,5,1,7335,379890,109477,3466,181228758822,3435
ecbdl14_1m,none_wgbt_100.csv,5,2,7367,376832,111929,3420,190087900273,3975
hepmass_ir16,none_wrf_100.csv,1,1,142911,2030660,594767,21245,38566891492,2199
hepmass_ir16,none_wrf_100.csv,1,2,142975,2028769,595928,21331,21521238397,1927
hepmass_ir16,none_wrf_100.csv,2,1,142538,2033791,591737,21674,20328123963,1882
hepmass_ir16,none_wrf_100.csv,2,2,143059,2022307,602289,21191,19575950191,1805
hepmass_ir16,none_wrf_100.csv,3,1,142717,2034598,590653,21688,19501165902,1727
hepmass_ir16,none_wrf_100.csv,3,2,143112,2022462,602411,20945,18157407329,1693
hepmass_ir16,none_wrf_100.csv,4,1,143139,2025774,600410,21085,19332681565,2048
hepmass_ir16,none_wrf_100.csv,4,2,142967,2024356,599584,21271,19623649109,2003
hepmass_ir16,none_wrf_100.csv,5,1,142819,2031508,593481,21256,18982993320,1733
hepmass_ir16,none_wrf_100.csv,5,2,143185,2024586,600549,21202,18539310744,1714
covtype_1vs3,none_wbag_100.csv,1,1,9120,94864,11103,1081,8279158645,18180
covtype_1vs3,none_wbag_100.csv,1,2,9185,94167,11706,1124,9379492455,17754
covtype_1vs3,none_wbag_100.csv,2,1,9164,93791,11989,1116,9641096964,16196
covtype_1vs3,none_wbag_100.csv,2,2,9007,95057,11003,1223,7415774123,9883
covtype_1vs3,none_wbag_100.csv,3,1,9270,94165,11750,1093,7076053121,8141
covtype_1vs3,none_wbag_100.csv,3,2,8935,94251,11674,1212,7085228221,8637
covtype_1vs3,none_wbag_100.csv,4,1,9258,94366,11688,1106,8296122658,9920
covtype_1vs3,none_wbag_100.csv,4,2,8960,94810,10976,1186,6725221021,8682
covtype_1vs3,none_wbag_100.csv,5,1,9057,94461,11489,1164,5387154257,7210
covtype_1vs3,none_wbag_100.csv,5,2,9251,93776,12114,1038,4484508508,7014
susy_ir16,none_wbag_100.csv,1,1,61614,1099978,255658,22870,43312372295,5693
susy_ir16,none_wbag_100.csv,1,2,62381,1093919,262618,22758,35442533864,4742
susy_ir16,none_wbag_100.csv,2,1,61613,1104122,251843,23372,36138382051,3059
susy_ir16,none_wbag_100.csv,2,2,61114,1111289,244919,23524,20712108730,2687
susy_ir16,none_wbag_100.csv,3,1,62705,1089075,266472,22497,21232664965,2360
susy_ir16,none_wbag_100.csv,3,2,61191,1108457,248169,23230,18156263302,1845
susy_ir16,none_wbag_100.csv,4,1,61692,1103075,253833,23041,17727049397,1716
susy_ir16,none_wbag_100.csv,4,2,62245,1094202,261063,22645,14633318467,1746
susy_ir16,none_wbag_100.csv,5,1,62341,1092830,263161,22734,13996796713,1718
susy_ir16,none_wbag_100.csv,5,2,62161,1090560,265622,22387,14186104449,1742
higgs_ir16,none_wgbt_100.csv,1,1,133762,2092697,822620,48161,145074490625,2859
higgs_ir16,none_wgbt_100.csv,1,2,134827,2090979,822827,48220,135891917070,2182
higgs_ir16,none_wgbt_100.csv,2,1,134147,2089838,824646,48370,123487608032,1977
higgs_ir16,none_wgbt_100.csv,2,2,134494,2091269,823370,47959,122398310832,2004
higgs_ir16,none_wgbt_100.csv,3,1,134257,2084897,830145,47778,130141334049,3050
higgs_ir16,none_wgbt_100.csv,3,2,134307,2090614,823467,48628,119249771224,2093
higgs_ir16,none_wgbt_100.csv,4,1,134383,2085268,830267,48370,132925957691,2342
higgs_ir16,none_wgbt_100.csv,4,2,134337,2085104,828484,47880,120186987882,1814
higgs_ir16,none_wgbt_100.csv,5,1,134250,2089415,824651,48081,121627615399,2415
higgs_ir16,none_wgbt_100.csv,5,2,134479,2091970,823087,48160,114402996678,1595
covtype_0vs3,none_wbag_100.csv,1,1,10251,135709,5750,65,8685983960,16841
covtype_0vs3,none_wbag_100.csv,1,2,10000,137137,4705,194,10238976733,16156
covtype_0vs3,none_wbag_100.csv,2,1,10200,135680,6005,96,17065552091,25069
covtype_0vs3,none_wbag_100.csv,2,2,10141,135226,6390,73,13300312850,20479
covtype_0vs3,none_wbag_100.csv,3,1,10071,136954,4855,162,7327177081,8377
covtype_0vs3,none_wbag_100.csv,3,2,10198,135572,5920,79,5550726493,8576
covtype_0vs3,none_wbag_100.csv,4,1,10317,136472,5163,112,5403798524,5849
covtype_0vs3,none_wbag_100.csv,4,2,9932,136869,4797,149,5593145767,6324
covtype_0vs3,none_wbag_100.csv,5,1,10324,135499,6045,84,4696796482,8166
covtype_0vs3,none_wbag_100.csv,5,2,10023,135755,6002,79,4578483980,6010
kddcup_normal_vs_dos,none_wbag_100.csv,1,1,486262,1941301,270,44,76047104368,5510
kddcup_normal_vs_dos,none_wbag_100.csv,1,2,486425,1941200,599,50,75811181604,4514
kddcup_normal_vs_dos,none_wbag_100.csv,2,1,485889,1942688,670,25,65680527773,3004
kddcup_normal_vs_dos,none_wbag_100.csv,2,2,486854,1939185,827,13,31939566205,2257
kddcup_normal_vs_dos,none_wbag_100.csv,3,1,486417,1941606,754,34,36041658419,2323
kddcup_normal_vs_dos,none_wbag_100.csv,3,2,486302,1940415,595,28,32423360269,2081
kddcup_normal_vs_dos,none_wbag_100.csv,4,1,486656,1941295,396,52,31957596220,2458
kddcup_normal_vs_dos,none_wbag_100.csv,4,2,486019,1941198,481,54,31320378213,2205
kddcup_normal_vs_dos,none_wbag_100.csv,5,1,486628,1941201,1141,4,31785141839,1975
kddcup_normal_vs_dos,none_wbag_100.csv,5,2,486137,1939898,1130,12,32743188994,2329
covtype_0vs4,none_wgbt_100.csv,1,1,8629,137141,4346,78,72515006859,13751
covtype_0vs4,none_wgbt_100.csv,1,2,8599,137611,4203,61,67147559581,13301
covtype_0vs4,none_wgbt_100.csv,2,1,8671,137400,4128,89,87245654605,10125
covtype_0vs4,none_wgbt_100.csv,2,2,8524,137665,4108,83,88422537538,11032
covtype_0vs4,none_wgbt_100.csv,3,1,8715,137638,4126,97,126080185053,15980
covtype_0vs4,none_wgbt_100.csv,3,2,8492,137315,4222,63,126384504913,16397
covtype_0vs4,none_wgbt_100.csv,4,1,8667,137643,4145,93,134537400986,20545
covtype_0vs4,none_wgbt_100.csv,4,2,8536,137294,4219,71,137395661944,17346
covtype_0vs4,none_wgbt_100.csv,5,1,8586,137551,4104,98,73566802625,7336
covtype_0vs4,none_wgbt_100.csv,5,2,8613,137343,4303,70,71178720837,5234
higgs_ir16,none_wbag_100.csv,1,1,139436,1636914,1278403,42487,61909077693,1985
higgs_ir16,none_wbag_100.csv,1,2,137787,1703349,1210457,45260,33594824423,1643
higgs_ir16,none_wbag_100.csv,2,1,125836,1863028,1051547,56572,37218592963,1511
higgs_ir16,none_wbag_100.csv,2,2,121551,1945161,969387,61011,35750171635,1565
higgs_ir16,none_wbag_100.csv,3,1,139966,1642466,1272446,42543,35833796262,1469
higgs_ir16,none_wbag_100.csv,3,2,136584,1726410,1187801,45877,35528502613,1478
higgs_ir16,none_wbag_100.csv,4,1,137875,1691619,1224027,44745,35316275538,1511
higgs_ir16,none_wbag_100.csv,4,2,124563,1893497,1019980,57787,34538400133,1542
higgs_ir16,none_wbag_100.csv,5,1,125415,1880561,1033728,57029,36758322222,1475
higgs_ir16,none_wbag_100.csv,5,2,136665,1717068,1197766,45861,33380510723,1499
hepmass_ir4,none_wgbt_100.csv,1,1,547349,2333869,290902,108384,151065991726,2239
hepmass_ir4,none_wgbt_100.csv,1,2,547983,2332850,292503,107524,132410771227,2107
hepmass_ir4,none_wgbt_100.csv,2,1,547956,2330801,295441,107461,133797091538,1967
hepmass_ir4,none_wgbt_100.csv,2,2,547038,2336287,287595,108785,118470359226,1657
hepmass_ir4,none_wgbt_100.csv,3,1,547424,2332971,291630,108894,126418103051,2328
hepmass_ir4,none_wgbt_100.csv,3,2,547356,2334839,290684,107566,114749363426,2123
hepmass_ir4,none_wgbt_100.csv,4,1,548338,2331468,294670,107050,119628463257,2049
hepmass_ir4,none_wgbt_100.csv,4,2,547174,2335002,288984,108678,114789843212,1556
hepmass_ir4,none_wgbt_100.csv,5,1,548104,2330651,294692,107272,131946720949,1950
hepmass_ir4,none_wgbt_100.csv,5,2,546879,2334312,290469,108985,133783375107,1728
susy_ir16,none_wgbt_100.csv,1,1,62413,1151234,204402,22071,105537477951,4419
susy_ir16,none_wgbt_100.csv,1,2,63134,1144605,211932,22005,111359011148,5161
susy_ir16,none_wgbt_100.csv,2,1,62893,1149485,206679,21968,103854964762,3632
susy_ir16,none_wgbt_100.csv,2,2,62686,1148717,207292,22076,88724681776,2964
susy_ir16,none_wgbt_100.csv,3,1,62820,1150528,206533,22137,88429512187,2933
susy_ir16,none_wgbt_100.csv,3,2,62587,1146856,208256,22079,89795221126,2958
susy_ir16,none_wgbt_100.csv,4,1,63150,1145822,210857,21791,87043015455,2547
susy_ir16,none_wgbt_100.csv,4,2,62434,1149430,206064,22248,86592945622,2509
susy_ir16,none_wgbt_100.csv,5,1,62737,1146631,209354,22063,86423026431,2575
susy_ir16,none_wgbt_100.csv,5,2,62636,1150633,205555,22187,89300534182,2114
susy_ir16,none_wrf_100.csv,1,1,61929,1098090,257546,22555,26867203897,5749
susy_ir16,none_wrf_100.csv,1,2,62285,1100956,255581,22854,24537559792,4617
susy_ir16,none_wrf_100.csv,2,1,62324,1098563,257138,22696,20572615762,4338
susy_ir16,none_wrf_100.csv,2,2,61672,1101638,254834,22931,20385107895,4348
susy_ir16,none_wrf_100.csv,3,1,62125,1098963,256959,22772,15708681517,3339
susy_ir16,none_wrf_100.csv,3,2,61794,1106728,249523,22932,12309826986,3156
susy_ir16,none_wrf_100.csv,4,1,61665,1105774,250905,23042,12440039774,2012
susy_ir16,none_wrf_100.csv,4,2,61934,1102969,252525,22982,12209121726,2063
susy_ir16,none_wrf_100.csv,5,1,61932,1102630,253541,22970,12008321577,2053
susy_ir16,none_wrf_100.csv,5,2,61672,1107290,248712,23049,9876024977,1750
kddcup_dos_vs_r2l,none_wrf_100.csv,1,1,580,1940914,170,0,32987557849,12092
kddcup_dos_vs_r2l,none_wrf_100.csv,1,2,546,1942158,128,0,40300440067,9657
kddcup_dos_vs_r2l,none_wrf_100.csv,2,1,585,1941354,341,0,29723581913,5568
kddcup_dos_vs_r2l,none_wrf_100.csv,2,2,540,1941436,239,1,23808439555,5540
kddcup_dos_vs_r2l,none_wrf_100.csv,3,1,561,1941996,354,0,22429347901,2982
kddcup_dos_vs_r2l,none_wrf_100.csv,3,2,565,1940878,142,0,15023086037,2684
kddcup_dos_vs_r2l,none_wrf_100.csv,4,1,578,1942962,157,1,15740443847,2030
kddcup_dos_vs_r2l,none_wrf_100.csv,4,2,547,1939810,441,0,12482502983,2400
