dataset,algorithm,repetition,fold,tp,tn,fp,fn,train_time,predict_time
covtype_1vs2,smote_gbt_100.csv,3,1,17708,105735,89,6,551755636645,7748
covtype_1vs2,smote_gbt_100.csv,3,2,18032,105888,128,8,536536021308,4718
covtype_1vs2,smote_gbt_100.csv,4,1,18038,106030,121,9,527518921482,5158
covtype_1vs2,smote_gbt_100.csv,4,2,17700,105558,131,7,535112830340,4574
covtype_1vs2,smote_gbt_100.csv,5,1,17976,105822,108,15,538048391664,3177
covtype_1vs2,smote_gbt_100.csv,5,2,17755,105798,112,8,542635611601,3339
covtype_0vs4,smote_rf_100.csv,1,1,8379,132336,9003,392,27880393235,8848
covtype_0vs4,smote_rf_100.csv,1,2,8191,133963,7999,405,25670416718,5494
covtype_0vs4,smote_rf_100.csv,2,1,8344,133524,7989,407,22944878976,11016
covtype_0vs4,smote_rf_100.csv,2,2,8241,133495,8293,375,18453023449,3198
covtype_0vs4,smote_rf_100.csv,3,1,8100,133674,7769,451,24014928846,3369
covtype_0vs4,smote_rf_100.csv,3,2,8444,132683,9175,372,17800346219,17017
covtype_0vs4,smote_rf_100.csv,4,1,8292,133067,8964,325,17891097143,4504
covtype_0vs4,smote_rf_100.csv,4,2,8341,132856,8414,409,27000899418,5012
covtype_0vs4,smote_rf_100.csv,5,1,8255,133405,8479,385,25267378621,7484
covtype_0vs4,smote_rf_100.csv,5,2,8310,133097,8320,417,23836158315,7397
higgs_ir16,smote_rf_100.csv,1,1,113895,2081108,833984,68138,160458051605,3067
higgs_ir16,smote_rf_100.csv,1,2,115717,2070007,844024,67220,176484701252,3208
higgs_ir16,smote_rf_100.csv,2,1,115719,2075201,838212,66799,168030707917,3531
higgs_ir16,smote_rf_100.csv,2,2,115487,2068802,846908,66965,147441263227,2861
higgs_ir16,smote_rf_100.csv,3,1,114934,2081414,831263,68186,145156999651,2953
higgs_ir16,smote_rf_100.csv,3,2,115321,2069806,846640,66529,143713634545,2482
higgs_ir16,smote_rf_100.csv,4,1,115917,2062001,854710,66790,135076771397,3616
higgs_ir16,smote_rf_100.csv,4,2,115400,2070191,842221,66863,143248185682,3112
higgs_ir16,smote_rf_100.csv,5,1,113976,2082242,834219,68533,154670172697,3026
higgs_ir16,smote_rf_100.csv,5,2,116854,2056653,856009,65607,136678926796,3034
susy_ir4,rus_rf_100.csv,1,1,244573,1115661,240005,93923,25669213350,3685
susy_ir4,rus_rf_100.csv,1,2,246832,1107295,249212,91819,23533742664,2556
susy_ir4,rus_rf_100.csv,2,1,247030,1100966,252946,91861,19501278878,2948
susy_ir4,rus_rf_100.csv,2,2,245138,1114280,243981,93118,21899902984,3077
susy_ir4,rus_rf_100.csv,3,1,241905,1124580,230989,96442,18593425027,3755
susy_ir4,rus_rf_100.csv,3,2,246183,1110250,246354,92617,19225133284,2749
susy_ir4,rus_rf_100.csv,4,1,246345,1106578,248899,92554,20076442610,2167
susy_ir4,rus_rf_100.csv,4,2,246333,1104710,251986,91915,19198494857,2962
susy_ir4,rus_rf_100.csv,5,1,246848,1108661,248184,92463,18796603239,3187
susy_ir4,rus_rf_100.csv,5,2,245433,1105848,249480,92403,17929900522,3700
covtype_1vs4,smote_gbt_100.csv,1,1,8728,105285,327,15,567113590148,10571
covtype_1vs4,smote_gbt_100.csv,1,2,8616,105872,356,8,608132428145,6299
covtype_1vs4,smote_gbt_100.csv,2,1,8772,105286,342,18,599489285857,8859
covtype_1vs4,smote_gbt_100.csv,2,2,8570,105906,306,7,625983171747,5973
covtype_1vs4,smote_gbt_100.csv,3,1,8699,105381,264,25,601336982664,4352
covtype_1vs4,smote_gbt_100.csv,3,2,8636,105804,391,7,608551171360,7758
covtype_1vs4,smote_gbt_100.csv,4,1,8752,105937,341,10,606749869863,4549
covtype_1vs4,smote_gbt_100.csv,4,2,8595,105240,322,10,689967331592,7010
covtype_1vs4,smote_gbt_100.csv,5,1,8749,105653,347,13,713429333269,5644
covtype_1vs4,smote_gbt_100.csv,5,2,8591,105527,313,14,683074582755,6644
covtype_1vs4,smote_rf_100.csv,1,1,8684,104276,1336,59,28385180293,15331
covtype_1vs4,smote_rf_100.csv,1,2,8528,105163,1065,96,22605776955,6740
covtype_1vs4,smote_rf_100.csv,2,1,8432,104581,1434,35,23531594713,4492
covtype_1vs4,smote_rf_100.csv,2,2,8818,104557,1268,82,24885500895,5205
covtype_1vs4,smote_rf_100.csv,3,1,8659,104359,1308,38,20933461675,5659
covtype_1vs4,smote_rf_100.csv,3,2,8577,104996,1177,93,20688670394,4866
covtype_1vs4,smote_rf_100.csv,4,1,8744,104810,1420,56,20984443284,7203
covtype_1vs4,smote_rf_100.csv,4,2,8506,104438,1172,61,20775057166,25076
covtype_1vs4,smote_rf_100.csv,5,1,8550,104892,1223,60,22252318870,5428
covtype_1vs4,smote_rf_100.csv,5,2,8659,104522,1203,98,24972774413,3929
higgs_ir16,ros_gbt_100.csv,1,1,134302,2084065,831027,47731,1046912911459,2222
higgs_ir16,ros_gbt_100.csv,1,2,134801,2083838,830193,48136,1022238535301,2555
higgs_ir16,ros_gbt_100.csv,2,1,134220,2086545,826532,48167,1024984302350,2002
higgs_ir16,ros_gbt_100.csv,2,2,134700,2081873,834173,47883,969707597481,1796
higgs_ir16,ros_gbt_100.csv,3,1,133961,2091006,823254,48150,1016456001096,1831
higgs_ir16,ros_gbt_100.csv,3,2,134444,2089603,825260,48415,1036441554958,2472
higgs_ir16,ros_gbt_100.csv,4,1,133857,2092390,824153,48676,1008485640598,1771
higgs_ir16,ros_gbt_100.csv,4,2,134189,2089332,823248,48248,961795978907,1906
higgs_ir16,ros_gbt_100.csv,5,1,134546,2079579,836864,47788,927151702934,2101
higgs_ir16,ros_gbt_100.csv,5,2,133965,2096139,816541,48671,924375411264,2269
covtype_1vs3,rose_rf_100.csv,1,1,10127,0,105833,0,22559591472,9607
covtype_1vs3,rose_rf_100.csv,1,2,10383,0,106007,0,20178524865,6497
covtype_1vs3,rose_rf_100.csv,2,1,10239,0,105829,0,20618008691,2897
covtype_1vs3,rose_rf_100.csv,2,2,10271,0,106011,0,27928141543,3044
covtype_1vs3,rose_rf_100.csv,3,1,10258,0,105729,0,24882351463,9865
covtype_1vs3,rose_rf_100.csv,3,2,10252,0,106111,0,19027818673,2751
covtype_1vs3,rose_rf_100.csv,4,1,10424,0,106155,0,34779707360,3773
covtype_1vs3,rose_rf_100.csv,4,2,10086,0,105685,0,34559118238,3198
covtype_1vs3,rose_rf_100.csv,5,1,10245,0,106095,0,33537374870,2749
covtype_1vs3,rose_rf_100.csv,5,2,10265,0,105745,0,19368196326,5556
covtype_1vs3,ros_rf_100.csv,1,1,9264,89477,16356,863,18692645043,6463
covtype_1vs3,ros_rf_100.csv,1,2,9605,88845,17162,778,17203765323,5600
covtype_1vs3,ros_rf_100.csv,2,1,9442,89497,16229,875,13418049795,6381
covtype_1vs3,ros_rf_100.csv,2,2,9400,89230,16884,793,13355330706,13674
covtype_1vs3,ros_rf_100.csv,3,1,9377,88790,16894,867,12730426292,3171
covtype_1vs3,ros_rf_100.csv,3,2,9555,88719,17437,711,14927093425,3305
covtype_1vs3,ros_rf_100.csv,4,1,9501,89573,16691,888,11297408429,16202
covtype_1vs3,ros_rf_100.csv,4,2,9276,89173,16403,845,17462812239,4412
covtype_1vs3,ros_rf_100.csv,5,1,9349,90225,15866,853,12336457027,6047
covtype_1vs3,ros_rf_100.csv,5,2,9484,88587,17162,824,15103491681,4027
higgs_ir4,rus_gbt_100.csv,1,1,537439,2076029,839306,189782,913477028499,2844
higgs_ir4,rus_gbt_100.csv,1,2,535844,2083062,830726,191978,924672121781,2844
higgs_ir4,rus_gbt_100.csv,2,1,535758,2082829,830708,191742,891487920235,2219
higgs_ir4,rus_gbt_100.csv,2,2,536204,2083804,831782,191339,912539230212,1856
higgs_ir4,rus_gbt_100.csv,3,1,537777,2077657,835929,189300,885521651698,1973
higgs_ir4,rus_gbt_100.csv,3,2,538194,2073466,842071,189772,894906227747,1793
higgs_ir4,rus_gbt_100.csv,4,1,536425,2081008,835318,191491,898316169169,1962
higgs_ir4,rus_gbt_100.csv,4,2,534767,2081279,831518,192360,914292513713,3222
higgs_ir4,rus_gbt_100.csv,5,1,536267,2081714,833782,191632,905049900863,2357
higgs_ir4,rus_gbt_100.csv,5,2,536527,2080058,833569,190617,843289016340,2480
covtype_1vs3,rus_gbt_100.csv,1,1,9807,100412,5421,320,674194018803,8206
covtype_1vs3,rus_gbt_100.csv,1,2,10114,100396,5611,269,561789413208,5601
covtype_1vs3,rus_gbt_100.csv,2,1,9988,100354,5484,257,1390758675976,15233
covtype_1vs3,rus_gbt_100.csv,2,2,9989,100696,5306,276,1451927245105,14267
covtype_1vs3,rus_gbt_100.csv,3,1,9964,100335,5275,270,927797950234,8083
covtype_1vs3,rus_gbt_100.csv,3,2,10041,100307,5923,235,549725217364,3575
covtype_1vs3,rus_gbt_100.csv,4,1,10001,101170,5087,291,489967814161,3245
covtype_1vs3,rus_gbt_100.csv,4,2,9954,99648,5935,264,482600881576,3385
covtype_1vs3,rus_gbt_100.csv,5,1,9982,100203,5806,255,460239255381,4695
covtype_1vs3,rus_gbt_100.csv,5,2,9984,100114,5717,289,506348011752,2979
covtype_0vs4,ros_gbt_100.csv,1,1,8707,137251,4088,64,554712308988,6604
covtype_0vs4,ros_gbt_100.csv,1,2,8496,138140,3822,100,616061676813,3755
covtype_0vs4,ros_gbt_100.csv,2,1,8621,137366,4066,89,702757950393,6327
covtype_0vs4,ros_gbt_100.csv,2,2,8595,137793,4076,62,686109149022,6410
covtype_0vs4,ros_gbt_100.csv,3,1,8622,137363,3900,89,651980790903,4193
covtype_0vs4,ros_gbt_100.csv,3,2,8555,137921,4117,101,651039935768,4077
covtype_0vs4,ros_gbt_100.csv,4,1,8589,138108,3831,112,621188609129,5359
covtype_0vs4,ros_gbt_100.csv,4,2,8603,137193,4169,63,619971363657,4098
covtype_0vs4,ros_gbt_100.csv,5,1,8661,137734,4047,82,598173450741,6121
covtype_0vs4,ros_gbt_100.csv,5,2,8554,137473,4047,70,563313984088,5420
covtype_0vs4,rus_gbt_100.csv,1,1,8726,136415,4924,45,484779921846,6522
covtype_0vs4,rus_gbt_100.csv,1,2,8507,137732,4230,89,555316530521,4901
covtype_0vs4,rus_gbt_100.csv,2,1,8668,137085,4371,92,550751268995,3701
covtype_0vs4,rus_gbt_100.csv,2,2,8529,136686,5159,78,506239623064,4295
covtype_0vs4,rus_gbt_100.csv,3,1,8549,136358,4997,65,503904344026,4209
covtype_0vs4,rus_gbt_100.csv,3,2,8683,137344,4602,70,506713051969,3484
covtype_0vs4,rus_gbt_100.csv,4,1,8593,137094,5047,63,488329728242,5801
covtype_0vs4,rus_gbt_100.csv,4,2,8612,136218,4942,99,511030576240,3278
covtype_0vs4,rus_gbt_100.csv,5,1,8613,136853,5024,70,504841368581,3958
covtype_0vs4,rus_gbt_100.csv,5,2,8614,136243,5181,70,479238591222,3742
covtype_1vs4,rus_rf_100.csv,1,1,8699,104284,1328,44,14559791860,13775
covtype_1vs4,rus_rf_100.csv,1,2,8516,105080,1148,108,16185560408,5816
covtype_1vs4,rus_rf_100.csv,2,1,8549,104564,1271,69,15812396535,5121
covtype_1vs4,rus_rf_100.csv,2,2,8700,104629,1376,49,12139668802,5305
covtype_1vs4,rus_rf_100.csv,3,1,8492,104329,1486,50,11291522198,4387
covtype_1vs4,rus_rf_100.csv,3,2,8764,104810,1215,61,12043557564,21320
covtype_1vs4,rus_rf_100.csv,4,1,8657,105256,1069,75,10268668111,5427
covtype_1vs4,rus_rf_100.csv,4,2,8573,104287,1228,62,14671496473,4205
covtype_1vs4,rus_rf_100.csv,5,1,8530,104768,1348,83,10015558458,4289
covtype_1vs4,rus_rf_100.csv,5,2,8690,104275,1449,64,15845592697,4353
covtype_1vs2,smote_rf_100.csv,1,1,17827,104826,764,130,24807424170,8297
covtype_1vs2,smote_rf_100.csv,1,2,17724,105035,1215,73,18705764180,3713
covtype_1vs2,smote_rf_100.csv,2,1,17722,104925,866,133,22108850477,5593
covtype_1vs2,smote_rf_100.csv,2,2,17779,105304,745,120,19764972811,3037
covtype_1vs2,smote_rf_100.csv,3,1,17618,104529,1274,59,22427195472,4968
covtype_1vs2,smote_rf_100.csv,3,2,17918,105256,781,159,18332473745,2839
covtype_1vs2,smote_rf_100.csv,4,1,17759,105596,794,127,25291472522,5838
covtype_1vs2,smote_rf_100.csv,4,2,17727,104680,770,141,21002938197,2877
covtype_1vs2,smote_rf_100.csv,5,1,17761,104847,1275,57,18823728686,2765
covtype_1vs2,smote_rf_100.csv,5,2,17796,104779,939,140,16963230736,3229
hepmass_ir16,ros_rf_100.csv,1,1,143560,2019398,605431,20681,66753330414,3881
hepmass_ir16,ros_rf_100.csv,1,2,143074,2029983,595312,21147,64474600366,2887
hepmass_ir16,ros_rf_100.csv,2,1,143841,2024673,598649,20907,65030757796,2914
hepmass_ir16,ros_rf_100.csv,2,2,142272,2038151,588651,21442,60504001433,2292
hepmass_ir16,ros_rf_100.csv,3,1,143327,2029195,594737,21067,59980217359,2511
hepmass_ir16,ros_rf_100.csv,3,2,143057,2025776,600416,21011,58080683385,2721
hepmass_ir16,ros_rf_100.csv,4,1,143264,2024856,601798,21048,58012044525,2820
hepmass_ir16,ros_rf_100.csv,4,2,142979,2028554,594916,21171,57318730120,2474
hepmass_ir16,ros_rf_100.csv,5,1,143759,2020943,605463,20978,57752230076,2567
hepmass_ir16,ros_rf_100.csv,5,2,142606,2032731,590987,21119,60508547158,2505
covtype_1vs2,ros_rf_100.csv,1,1,17880,104618,972,77,11945334998,5529
covtype_1vs2,ros_rf_100.csv,1,2,17701,105362,888,96,14498508551,4765
covtype_1vs2,ros_rf_100.csv,2,1,17701,104957,927,103,10856766044,6295
covtype_1vs2,ros_rf_100.csv,2,2,17759,105209,747,191,12718179007,3370
covtype_1vs2,ros_rf_100.csv,3,1,17655,105010,685,162,10800396298,2998
covtype_1vs2,ros_rf_100.csv,3,2,17805,105354,791,132,11815664366,7114
covtype_1vs2,ros_rf_100.csv,4,1,17906,105271,891,97,11755853576,2561
covtype_1vs2,ros_rf_100.csv,4,2,17681,104507,1171,70,9937545141,7066
covtype_1vs2,ros_rf_100.csv,5,1,17655,105511,674,133,13854104611,3389
covtype_1vs2,ros_rf_100.csv,5,2,17836,104835,820,130,11401325563,3374
covtype_1vs4,rose_gbt_100.csv,1,1,8623,103789,1823,120,606100699305,6813
covtype_1vs4,rose_gbt_100.csv,1,2,8503,104354,1874,121,643616147173,4119
covtype_1vs4,rose_gbt_100.csv,2,1,8622,103870,1831,137,659637587237,3868
covtype_1vs4,rose_gbt_100.csv,2,2,8501,104401,1738,107,642861575396,5762
covtype_1vs4,rose_gbt_100.csv,3,1,8554,103989,1680,122,640713694913,5158
covtype_1vs4,rose_gbt_100.csv,3,2,8555,104572,1599,136,640950293758,4895
covtype_1vs4,rose_gbt_100.csv,4,1,8622,104510,1787,114,653752865138,2819
covtype_1vs4,rose_gbt_100.csv,4,2,8515,103840,1703,116,682424929040,4793
covtype_1vs4,rose_gbt_100.csv,5,1,8676,104037,1928,129,699506595233,3045
covtype_1vs4,rose_gbt_100.csv,5,2,8450,104269,1606,112,678432652559,4017
covtype_0vs4,rus_rf_100.csv,1,1,8428,132192,9147,343,17995958940,6466
covtype_0vs4,rus_rf_100.csv,1,2,8231,134313,7649,365,17062775292,9955
covtype_0vs4,rus_rf_100.csv,2,1,8252,133492,8029,465,13545348418,3621
covtype_0vs4,rus_rf_100.csv,2,2,8419,132033,9747,231,12198619541,12116
covtype_0vs4,rus_rf_100.csv,3,1,8367,131763,9426,332,15203536460,3768
covtype_0vs4,rus_rf_100.csv,3,2,8242,134399,7713,426,12357402683,12800
covtype_0vs4,rus_rf_100.csv,4,1,8526,132530,9401,248,11122013673,3733
covtype_0vs4,rus_rf_100.csv,4,2,8216,131912,9458,377,16337409769,3987
covtype_0vs4,rus_rf_100.csv,5,1,8415,132996,8637,399,15539790246,9169
covtype_0vs4,rus_rf_100.csv,5,2,8187,132618,9050,366,14864025437,11511
covtype_1vs2,rus_gbt_100.csv,1,1,17954,105366,224,3,392976250091,5273
covtype_1vs2,rus_gbt_100.csv,1,2,17789,105998,252,8,415549694688,3426
covtype_1vs2,rus_gbt_100.csv,2,1,17907,105631,140,4,406181597103,3207
covtype_1vs2,rus_gbt_100.csv,2,2,17834,105858,211,9,431268766952,3171
covtype_1vs2,rus_gbt_100.csv,3,1,17913,105311,280,4,429463049230,9602
covtype_1vs2,rus_gbt_100.csv,3,2,17828,106086,163,9,435372130769,4641
covtype_1vs2,rus_gbt_100.csv,4,1,17909,106146,197,7,424195805389,4451
covtype_1vs2,rus_gbt_100.csv,4,2,17835,105278,219,3,434677327773,3062
covtype_1vs2,rus_gbt_100.csv,5,1,18009,105699,227,3,442078104922,3019
covtype_1vs2,rus_gbt_100.csv,5,2,17740,105709,205,2,447933091632,2824
covtype_1vs3,smote_rf_100.csv,1,1,9233,90138,15695,894,33546634277,7349
covtype_1vs3,smote_rf_100.csv,1,2,9597,89291,16716,786,28719272493,4883
covtype_1vs3,smote_rf_100.csv,2,1,9297,89922,16034,828,28905539204,7994
covtype_1vs3,smote_rf_100.csv,2,2,9555,89778,16106,830,26139919609,3942
covtype_1vs3,smote_rf_100.csv,3,1,9372,89629,16002,919,26615002265,3954
covtype_1vs3,smote_rf_100.csv,3,2,9376,90441,15768,843,25344368706,6021
covtype_1vs3,smote_rf_100.csv,4,1,9489,89314,16981,818,26527398986,8431
covtype_1vs3,smote_rf_100.csv,4,2,9457,88714,16831,746,30338058193,25403
covtype_1vs3,smote_rf_100.csv,5,1,9461,88748,17227,829,25642525080,3837
covtype_1vs3,smote_rf_100.csv,5,2,9463,88659,17206,757,22415287446,5289
susy_ir4,smote_gbt_100.csv,1,1,250818,1141407,214259,87678,867146342126,2746
susy_ir4,smote_gbt_100.csv,1,2,251796,1139820,216687,86855,805936678212,2990
susy_ir4,smote_gbt_100.csv,2,1,250956,1139154,215625,86941,1097774141264,1749
susy_ir4,smote_gbt_100.csv,2,2,251897,1141798,215596,87353,1061970322957,2109
susy_ir4,smote_gbt_100.csv,3,1,251298,1139098,216703,86801,1139147903926,1719
susy_ir4,smote_gbt_100.csv,3,2,252042,1139529,216843,87006,1182103279654,4278
susy_ir4,smote_gbt_100.csv,4,1,251202,1140471,216026,86903,1195063052020,3886
susy_ir4,smote_gbt_100.csv,4,2,252499,1138811,216865,86543,1196571251662,1763
